QuestionID,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,Approve,Disapprove,No Opinion
USWG.12SEP24.R06,"(Please tell me for each of the following whether you have a favorable or an unfavorable impression.)...Mitt Romney...(If Choice is made, ask:) Would you say you have a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",nan,nan,09/24/2012,Winston Group,New Models,New Models National Brand Poll,09/12/2012,09/14/2012,Y,National registered voters,1000,nan,Telephone Interview,nan,46.0,48.0,6.0
USGALLUP.12MAY010.R05B,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,05/17/2012,Gallup Organization,USA Today,Gallup/USA Today Poll,05/10/2012,05/13/2012,Y,National adult,1012,Q5C,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones.,50.0,41.0,9.0
USCBSNYT.071812.R03,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Registered voters,07/18/2012,CBS News; New York Times,nan,CBS News/New York Times Poll,07/11/2012,07/15/2012,Y,National adult,1089,Q3,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by landline and cell phones.,32.0,36.0,32.0
USSELZER.031312.R03C,"(Now, I'm going to mention some people and groups in the news recently.  For each, please tell me if your feelings are very favorable, mostly favorable, mostly unfavorable, or very unfavorable.  If you don't know enough to answer, just say so.)...Mitt Romney, (2012) Republican candidate for president and former governor of Massachusetts",nan,nan,03/13/2012,Selzer & Co.,Bloomberg News,Bloomberg Poll,03/8/2012,03/11/2012,Y,National adult,1002,nan,Telephone Interview,Interviews were conducted by landline and cell phones.,42.0,48.0,10.0
USABCWP.092612.R01B,"Overall, do you have a favorable or unfavorable impression of...the way Mitt Romney is running his presidential campaign?  (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,nan,09/26/2012,ABC News; Washington Post,nan,ABC News/Washington Post Poll,09/19/2012,09/23/2012,Y,National adult,1012,nan,Telephone Interview,The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Social Science Research Solutions.  The interviews included landline and cell-phone-only respondents.,34.0,61.0,4.0
USTARR.12BATT4.R05,"(Now I would like to read you the names of several individuals.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person.  If you do not recognize the name, just say so.)...Mitt Romney...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",nan,nan,09/24/2012,Tarrance Group; Lake Research Partners,Politico; George Washington University,Politico/George Washington University Battleground 2012 Survey,09/16/2012,09/20/2012,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in 2012.,46.0,49.0,5.0
USGREEN.12DCAPR.R18,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Mitt Romney...Give...Mitt Romney a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Mitt Romney, or have you never heard of...Mitt Romney?",Mean = 43.1,nan,04/18/2012,Greenberg Quinlan Rosner Research,Democracy Corps; Women's Voices Women Vote,Democracy Corps/Women's Voices. Women Vote Poll,03/29/2012,04/4/2012,Y,Likely voters in Republican/Democratic held battleground districts,1500,nan,Telephone Interview,Likely voters are registered voters who voted in the 2008 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2012 election.  The survey included 1000 likley voters in 56 Republican-held battleground districts and 500 likely voters in 23 Democratic-held battleground districts.  Respondents were interviewed on landline telephones and cell phones.,32.0,45.0,23.0
USABCWP.021412A.R01A,"Overall, do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,nan,02/14/2012,ABC News; Washington Post,nan,ABC News/Washington Post Poll,02/8/2012,02/12/2012,Y,National adult,1009,nan,Telephone Interview,The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Social Science Research Solutions.  The interviews included landline and cell-phone-only respondents.,36.0,42.0,22.0
USCBSNYT.021412A.R27,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Registered voters,02/14/2012,CBS News; New York Times,nan,CBS News/New York Times Poll,02/8/2012,02/12/2012,Y,National adult,1197,Q27,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by land-line and cell phones.,26.0,40.0,34.0
USAP.022212G.R05B,"Do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable, ask:) Is that very favorable or somewhat favorable? (If Unfavorable, ask:) Is that very unfavorable or somewhat unfavorable?",nan,nan,02/22/2012,Gfk Roper Public Affairs & Corporate Communications,Associated Press,Associated Press/Gfk Poll,02/16/2012,02/20/2012,Y,National adult,1000,nan,Telephone Interview,Interviews were conducted with respondents on landline telephones and cellular telephones.,50.0,43.0,8.0
USCBSNYT.031212.R27,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Registered voters,03/12/2012,CBS News; New York Times,nan,CBS News/New York Times Poll,03/7/2012,03/11/2012,Y,National adult,1009,Q27,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by land-line and cell phones.,30.0,37.0,33.0
USASFOX.060712.R13,"(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...Mitt Romney",nan,nan,06/7/2012,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,06/3/2012,06/5/2012,Y,Registered voters,907,Q13,"Telephone Interview, Cell Phone; Telephone Interview, Landline","705 respondents were interviewed on a landline telephone, and 202 were interviewed on a cell phone. Interviews were conducted by Braun Research.",46.0,42.0,12.0
USGREEN.12DCJAN.R022,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Mitt Romney...Give...Mitt Romney a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Mitt Romney, or have you never heard of...Mitt Romney?",Mean = 44.1.,nan,01/13/2012,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,01/8/2012,01/11/2012,Y,National likely voters,1000,nan,Telephone Interview,"Likely voters are registered voters who voted in the 2008 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2012 election.  820 respondents were interviewed on landline telephones, and 180 on cell phones.",31.0,41.0,28.0
USGALLUP.201122.Q10C,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,12/31/2011,Gallup Organization,USA Today,Gallup/USA Today Poll,12/15/2011,12/18/2011,Y,National adult,1019,Q10C,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones.,40.0,42.0,19.0
31116136.00003,"Is your opinion of Mitt Romney favorable, unfavorable or haven't you heard enough about him?",nan,nan,05/16/2012,Quinnipiac University Polling Institute,nan,"Christie Would Be Unhappy 'second Fiddle,' New Jersey Voters Tell Quinnipiac University Poll; Menendez Can't Break 50 Percent Against Unknown",05/9/2012,05/14/2012,Y,New Jersey registered voters,1582,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,35.0,41.0,24.0
USORC.082412.R05B,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Mitt Romney",nan,Registered voters,08/24/2012,Opinion Research Corporation,Cable News Network (CNN),CNN/ORC International Poll,08/22/2012,08/23/2012,Y,National adult,1055,Q5B,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The sample included 802 interviews among landline respondents and 253 interviews among cell phone respondents.,48.0,46.0,6.0
USASFOX.091212.R05,"(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...Mitt Romney",nan,nan,09/12/2012,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,09/9/2012,09/11/2012,Y,National registered voters,1224,nan,Telephone Interview,"871 respondents were interviewed on a landline telephone, and 353 were interviewed on a cell phone. Interviews were conducted by Braun Research.",48.0,45.0,8.0
USCBSNYT.051412.R07,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney  yet to have an opinion?",nan,Registered voters,05/14/2012,CBS News; New York Times,nan,CBS News/New York Times Poll,05/11/2012,05/13/2012,Y,Callback adult,615,RQ7,"Telephone Interview, Cell Phone; Telephone Interview, Landline","The interviews were conducted by land-line and cell phones.  The respondents were first interviewed for a CBS News/New York Times Poll conducted April 13-17, 2012",31.0,38.0,31.0
